Year,FIPS,Crop,WaterManagement,yield_kgHa,yield_kcalHa,yield_kgHa_detrended,yield_kcalHa_detrended,management_records
2016,20045,Soybeans,Irrigated,3920.7312653208824,14098.949630093894,4176.284932700289,15017.920617990238,2
2017,20045,Soybeans,Irrigated,3779.5042386112113,13591.097242045917,3987.982230420726,14340.784100592931,2
2018,20045,Soybeans,Irrigated,3550.850957271743,12768.860042349188,3712.253273511368,13349.26277154688,2
2019,20045,Soybeans,Irrigated,3665.177597941477,13179.978642197551,3799.679528141164,13663.647583195629,2
2020,20045,Soybeans,Irrigated,3893.830879280945,14002.215841894278,4001.432423440695,14389.15099469274,2
2021,20045,Soybeans,Irrigated,4068.683388540539,14630.98546519178,4142.659450150367,14897.00338274072,2
1990,20045,Soybeans,Non-Irrigated,2138.580690175027,7690.336161869397,3154.0702631826653,11342.036666404863,2
1991,20045,Soybeans,Non-Irrigated,1519.8718112564657,5465.459033278251,2205.8316552748706,7932.170632368435,2
1992,20045,Soybeans,Non-Irrigated,3026.293429492963,10882.551172456697,4337.687248939913,15598.323347187928,2
1993,20045,Soybeans,Non-Irrigated,1768.7003821258872,6360.246574124691,2501.7359017141825,8996.2423025642,2
1994,20045,Soybeans,Non-Irrigated,2434.484936614339,8754.407832065162,3389.4486410321183,12188.457313151495,2
1995,20045,Soybeans,Non-Irrigated,1990.628566955371,7158.300326771515,2737.114279563635,9842.662949310832,2
1996,20045,Soybeans,Non-Irrigated,2985.9428504330563,10737.450490157273,4048.5080990105857,14558.435124042067,2
1997,20045,Soybeans,Non-Irrigated,2750.5644725836037,9891.02984341064,3685.3528874714298,13252.528983347262,2
1998,20045,Soybeans,Non-Irrigated,2326.8833924545893,8367.472679266702,3073.3691050628536,11051.835301806022,2
1999,20045,Soybeans,Non-Irrigated,2071.329725075183,7448.501691370359,2703.488797013714,9721.745714061317,2
2000,20045,Soybeans,Non-Irrigated,907.8880288478888,3264.765351737008,1170.166792737279,4207.919786683255,2
2001,20045,Soybeans,Non-Irrigated,2447.9351296343075,8802.77472616497,3113.719684122759,11196.935984105445,2
2002,20045,Soybeans,Non-Irrigated,1284.493433407013,4619.038386531619,1614.023162396247,5804.027291976904,2
2003,20045,Soybeans,Non-Irrigated,1210.517371797185,4353.020468982677,1506.421618236497,5417.092139178443,2
2004,20045,Soybeans,Non-Irrigated,3355.823158482196,12067.540077901976,4115.75906411043,14800.269594541103,2
2005,20045,Soybeans,Non-Irrigated,2770.7397621135574,9963.580184560353,3355.823158482196,12067.540077901976,2
2006,20045,Soybeans,Non-Irrigated,1963.7281809154335,7061.566538571899,2353.7837784945264,8464.206467466316,2
2007,20045,Soybeans,Non-Irrigated,1728.3498030659807,6215.1458918252665,2044.429339035246,7351.767903170745,2
2008,20045,Soybeans,Non-Irrigated,2266.35752386473,8149.821655817569,2656.413121443823,9552.461584711988,2
2009,20045,Soybeans,Non-Irrigated,3113.719684122759,11196.935984105445,3604.651729351618,12962.32761874842,2
2010,20045,Soybeans,Non-Irrigated,2481.5606121842293,8923.691961414488,2837.990727213401,10205.41465505939,2
2011,20045,Soybeans,Non-Irrigated,1782.1505751458558,6408.613468224497,2017.5289529953084,7255.034114971129,2
2012,20045,Soybeans,Non-Irrigated,1418.9953636067005,5102.707327529695,1587.1227763563095,5707.293503777289,2
2013,20045,Soybeans,Non-Irrigated,2811.090341173463,10108.680866859771,3113.719684122759,11196.935984105445,2
2014,20045,Soybeans,Non-Irrigated,2710.2138935236976,9745.929161111217,2972.4926574130877,10689.083596057464,2
2015,20045,Soybeans,Non-Irrigated,2999.3930434530257,10785.81738425708,3254.946710832431,11704.788372153422,2
2016,20045,Soybeans,Non-Irrigated,3335.6478689522432,11994.989736752266,3577.751343311681,12865.593830548803,2
2017,20045,Soybeans,Non-Irrigated,3194.420842242572,11487.13734870429,3389.4486410321183,12188.457313151495,2
2018,20045,Soybeans,Non-Irrigated,2488.2857086942136,8947.875408464392,2616.0625423839165,9407.360902412564,2
2019,20045,Soybeans,Non-Irrigated,2985.9428504330563,10737.450490157273,3106.994587612775,11172.75253705554,2
2020,20045,Soybeans,Non-Irrigated,3033.018526002947,10906.734619506598,3120.444780632744,11221.119431155348,2
2021,20045,Soybeans,Non-Irrigated,3167.5204562026343,11390.403560504674,3228.046324792494,11608.054583953808,2
1990,20061,Soybeans,Irrigated,3120.444780632744,11221.119431155348,4270.43628384007,15356.488876688893,2
1991,20061,Soybeans,Irrigated,2885.0664027832913,10374.698784408716,3907.2810723009143,14050.582735994089,2
1992,20061,Soybeans,Irrigated,3214.5961317725246,11559.687689854,4304.061766389991,15477.406111938408,2
1993,20061,Soybeans,Irrigated,1728.3498030659807,6215.1458918252665,2286.532813394683,8222.37199696728,2
1994,20061,Soybeans,Irrigated,3228.046324792494,11608.054583953808,4230.085704780164,15211.388194389468,2
1995,20061,Soybeans,Irrigated,2811.090341173463,10108.680866859771,3645.002308411524,13107.42830104784,2
1996,20061,Soybeans,Irrigated,3382.7235445221336,12164.273866101592,4337.687248939913,15598.323347187928,2
1997,20061,Soybeans,Irrigated,3692.0779839814145,13276.712430397169,4687.3922674591,16855.862593782924,2
1998,20061,Soybeans,Irrigated,3308.747482912306,11898.255948552653,4156.109643170335,14945.370276840527,2
1999,20061,Soybeans,Irrigated,3228.046324792494,11608.054583953808,4014.882616460664,14437.517888792549,2
2000,20061,Soybeans,Irrigated,2649.6880249338387,9528.278137662084,3261.6718073424154,11728.971819203323,2
2001,20061,Soybeans,Irrigated,3423.07412358204,12309.374548401016,4176.284932700289,15017.920617990238,2
2002,20061,Soybeans,Irrigated,2965.7675609031035,10664.90014900756,3577.751343311681,12865.593830548803,2
2003,20061,Soybeans,Irrigated,2979.217753923072,10713.267043107367,3564.3011502917116,12817.226936448997,2
2004,20061,Soybeans,Irrigated,4008.15751995068,14413.334441742643,4747.918136048958,17073.513617232056,2
2005,20061,Soybeans,Irrigated,3685.3528874714298,13252.528983347262,4324.237055919944,15549.95645308812,2
2006,20061,Soybeans,Irrigated,3416.349027072056,12285.191101351113,3967.806940890773,14268.23375944322,2
2007,20061,Soybeans,Irrigated,3342.3729654622275,12019.17318380217,3846.755203711055,13832.931712544954,2
2008,20061,Soybeans,Irrigated,3443.249413111994,12381.924889550728,3927.456361830867,14123.1330771438,2
2009,20061,Soybeans,Irrigated,3994.70732693071,14364.967547642837,4512.539758199506,16227.092970485422,2
2010,20061,Soybeans,Irrigated,3080.0942015728374,11076.018748855924,3449.974509621977,12406.10833660063,2
2011,20061,Soybeans,Irrigated,3120.444780632744,11221.119431155348,3463.424702641946,12454.475230700438,2
2012,20061,Soybeans,Irrigated,3443.249413111994,12381.924889550728,3786.229335121195,13615.28068909582,2
2013,20061,Soybeans,Irrigated,3779.5042386112113,13591.097242045917,4115.75906411043,14800.269594541103,2
2014,20061,Soybeans,Irrigated,3685.3528874714298,13252.528983347262,3981.257133910742,14316.60065354303,2
2015,20061,Soybeans,Irrigated,3712.253273511368,13349.26277154688,3974.532037400758,14292.417206493126,2
2016,20061,Soybeans,Irrigated,4109.033967600445,14776.086147491202,4357.862538469866,15670.87368833764,2
2017,20061,Soybeans,Irrigated,4041.7830025006015,14534.251676992164,4250.260994310117,15283.93853553918,2
2018,20061,Soybeans,Irrigated,3705.528177001383,13325.079324496974,3866.930493241008,13905.482053694665,2
2019,20061,Soybeans,Irrigated,3786.229335121195,13615.28068909582,3914.0061688108985,14074.766183043992,2
2020,20061,Soybeans,Irrigated,4216.635511760195,15163.021300289662,4324.237055919944,15549.95645308812,2
2021,20061,Soybeans,Irrigated,4344.412345449898,15622.506794237832,4418.388407059726,15888.524711786777,2
1990,20061,Soybeans,Non-Irrigated,1432.445556626669,5151.074221629502,2427.7598401043547,8730.224385015259,2
1991,20061,Soybeans,Non-Irrigated,1264.31814387706,4546.488045381908,2098.2301111151205,7545.235479569974,2
1992,20061,Soybeans,Non-Irrigated,2320.158295944605,8343.289232216799,3779.5042386112113,13591.097242045917,2
1993,20061,Soybeans,Non-Irrigated,2091.5050146051367,7521.052032520071,3335.6478689522432,11994.989736752266,2
1994,20061,Soybeans,Non-Irrigated,2232.732041314808,8028.90442056805,3490.3250886818837,12551.209018900054,2
1995,20061,Soybeans,Non-Irrigated,1970.4532774254176,7085.749985621803,3026.293429492963,10882.551172456697,2
1996,20061,Soybeans,Non-Irrigated,2837.990727213401,10205.41465505939,4270.43628384007,15356.488876688893,2
1997,20061,Soybeans,Non-Irrigated,2676.588410973776,9625.011925861698,3954.3567478708046,14219.866865343414,2
1998,20061,Soybeans,Non-Irrigated,2394.134357554433,8609.30714976574,3476.874895661915,12502.842124800249,2
1999,20061,Soybeans,Non-Irrigated,2326.8833924545893,8367.472679266702,3315.47257942229,11922.439395602554,2
2000,20061,Soybeans,Non-Irrigated,1028.9397660276074,3700.067398635276,1439.170653136653,5175.257668679405,2
2001,20061,Soybeans,Non-Irrigated,2131.8555936650423,7666.152714819493,2932.142078353182,10543.982913758044,2
2002,20061,Soybeans,Non-Irrigated,928.063318377842,3337.3156928867197,1257.5930473670755,4522.3045983320035,2
2003,20061,Soybeans,Non-Irrigated,1062.5652485775292,3820.984633884795,1412.270267096716,5078.523880479791,2
2004,20061,Soybeans,Non-Irrigated,2703.488797013714,9721.745714061317,3537.4007642517745,12720.49314824938,2
2005,20061,Soybeans,Non-Irrigated,2683.31350748376,9649.1953729116,3456.6996061319614,12430.291783650531,2
2006,20061,Soybeans,Non-Irrigated,1943.5528913854805,6989.016197422187,2461.3853226542765,8851.141620264778,2
2007,20061,Soybeans,Non-Irrigated,1977.1783739354023,7109.933432671707,2468.1104191642607,8875.325067314681,2
2008,20061,Soybeans,Non-Irrigated,2952.317367883135,10616.533254907754,3624.827018881571,13034.87795989813,2
2009,20061,Soybeans,Non-Irrigated,3604.651729351618,12962.32761874842,4364.587634979851,15695.057135387544,2
2010,20061,Soybeans,Non-Irrigated,2407.584550574401,8657.674043865545,2871.6162097633223,10326.331890308908,2
2011,20061,Soybeans,Non-Irrigated,1930.1026983655115,6940.649303322381,2266.35752386473,8149.821655817569,2
2012,20061,Soybeans,Non-Irrigated,1681.2741274960904,6045.861762475941,1943.5528913854805,6989.016197422187,2
2013,20061,Soybeans,Non-Irrigated,2844.715823723385,10229.598102109292,3248.2216143224464,11680.604925103518,2
2014,20061,Soybeans,Non-Irrigated,2447.9351296343075,8802.77472616497,2757.289569093588,9915.213290460542,2
2015,20061,Soybeans,Non-Irrigated,3160.79535969265,11366.22011345477,3503.775281701852,12599.57591299986,2
2016,20061,Soybeans,Non-Irrigated,3470.149799151931,12478.658677750343,3799.679528141164,13663.647583195629,2
2017,20061,Soybeans,Non-Irrigated,2898.51659580326,10423.065678508525,3127.169877142728,11245.302878205252,2
2018,20061,Soybeans,Non-Irrigated,2804.3652446634787,10084.49741980987,2985.9428504330563,10737.450490157273,2
2019,20061,Soybeans,Non-Irrigated,3147.345166672681,11317.853219354962,3308.747482912306,11898.255948552653,2
2020,20061,Soybeans,Non-Irrigated,3402.898834052087,12236.824207251304,3530.67566774179,12696.309701199478,2
2021,20061,Soybeans,Non-Irrigated,2911.9667888232284,10471.43257260833,2985.9428504330563,10737.450490157273,2
1990,20085,Soybeans,Irrigated,3618.101922371586,13010.694512848224,3638.277211901539,13083.244853997936,2
1991,20085,Soybeans,Irrigated,3631.552115391555,13059.061406948033,3671.9026944514617,13204.162089247457,2
1992,20085,Soybeans,Irrigated,3934.1814583408513,14147.316524193702,4008.15751995068,14413.334441742643,2
1993,20085,Soybeans,Irrigated,2790.91505164351,10036.130525710065,2858.166016743354,10277.9649962091,2
1994,20085,Soybeans,Irrigated,3779.5042386112113,13591.097242045917,3900.55597579093,14026.399288944183,2
1995,20085,Soybeans,Irrigated,2064.6046285651987,7424.318244320455,2145.3057866850113,7714.5196089193005,2
1996,20085,Soybeans,Irrigated,4028.332809480633,14485.884782892355,4209.9104152502105,15138.837853239756,2
1997,20085,Soybeans,Irrigated,3900.55597579093,14026.399288944183,4102.30887109046,14751.902700441296,2
1998,20085,Soybeans,Irrigated,3503.775281701852,12599.57591299986,3712.253273511368,13349.26277154688,2
1999,20085,Soybeans,Irrigated,3302.022386402322,11874.07250150275,3517.225474721821,12647.942807099667,2
2000,20085,Soybeans,Irrigated,2764.0146656035727,9939.396737510448,2965.7675609031035,10664.90014900756,2
2001,20085,Soybeans,Irrigated,3564.3011502917116,12817.226936448997,3853.480300221039,13857.115159594858,2
2002,20085,Soybeans,Irrigated,2985.9428504330563,10737.450490157273,3248.2216143224464,11680.604925103518,2
2003,20085,Soybeans,Irrigated,3053.1938155329,10979.284960656309,3342.3729654622275,12019.17318380217,2
2004,20085,Soybeans,Irrigated,4095.583774580476,14727.719253391391,4519.264854709491,16251.276417535331,2
2005,20085,Soybeans,Irrigated,3584.4764398216644,12889.777277598703,3981.257133910742,14316.60065354303,2
2006,20085,Soybeans,Irrigated,3302.022386402322,11874.07250150275,3692.0779839814145,13276.712430397169,2
2007,20085,Soybeans,Irrigated,3281.847096872368,11801.522160353035,3698.8030804913983,13300.89587744707,2
2008,20085,Soybeans,Irrigated,3571.026246801696,12841.410383498898,3994.70732693071,14364.967547642837,2
2009,20085,Soybeans,Irrigated,3833.3050106910864,13784.564818445147,4250.260994310117,15283.93853553918,2
2010,20085,Soybeans,Irrigated,2905.241692313244,10447.249125558426,3201.145938752556,11511.320795754193,2
2011,20085,Soybeans,Irrigated,3288.5721933823525,11825.70560740294,3591.2015363316486,12913.960724648608,2
2012,20085,Soybeans,Irrigated,3221.321228282509,11583.871136903905,3490.3250886818837,12551.209018900054,2
2013,20085,Soybeans,Irrigated,3705.528177001383,13325.079324496974,3987.982230420726,14340.784100592931,2
2014,20085,Soybeans,Irrigated,2891.7914992932756,10398.88223145862,3086.8192980828217,11100.202195905827,2
2015,20085,Soybeans,Irrigated,3638.277211901539,13083.244853997936,3853.480300221039,13857.115159594858,2
2016,20085,Soybeans,Irrigated,3887.105782770961,13978.032394844377,4088.858678070492,14703.53580634149,2
2017,20085,Soybeans,Irrigated,3732.428563041321,13421.813112696587,3900.55597579093,14026.399288944183,2
2018,20085,Soybeans,Irrigated,3396.1737375421026,12212.6407602014,3523.950571231805,12672.12625414957,2
2019,20085,Soybeans,Irrigated,3638.277211901539,13083.244853997936,3745.8787560612896,13470.180006796398,2
2020,20085,Soybeans,Irrigated,3914.0061688108985,14074.766183043992,4001.432423440695,14389.15099469274,2
2021,20085,Soybeans,Irrigated,4109.033967600445,14776.086147491202,4169.559836190304,14993.737170940334,2
1990,20085,Soybeans,Non-Irrigated,1815.7760576957776,6529.530703474016,3127.169877142728,11245.302878205252,2
1991,20085,Soybeans,Non-Irrigated,1338.294205486888,4812.505962930849,2252.907330844761,8101.45476171776,2
1992,20085,Soybeans,Non-Irrigated,2710.2138935236976,9745.929161111217,4472.1891791396,16081.992288186002,2
1993,20085,Soybeans,Non-Irrigated,1990.628566955371,7158.300326771515,3221.321228282509,11583.871136903905,2
1994,20085,Soybeans,Non-Irrigated,2461.3853226542765,8851.141620264778,3900.55597579093,14026.399288944183,2
1995,20085,Soybeans,Non-Irrigated,1957.0030844054493,7037.383091521996,3039.7436225129313,10930.918066556502,2
1996,20085,Soybeans,Non-Irrigated,2817.8154376834473,10132.864313909677,4290.611573370023,15429.0392178386,2
1997,20085,Soybeans,Non-Irrigated,2273.082620374714,8174.005102867472,3396.1737375421026,12212.6407602014,2
1998,20085,Soybeans,Non-Irrigated,2380.684164534464,8560.940255665932,3490.3250886818837,12551.209018900054,2
1999,20085,Soybeans,Non-Irrigated,1788.8756716558405,6432.796915274402,2575.71196332401,9262.26022011314,2
2000,20085,Soybeans,Non-Irrigated,1351.744398506857,4860.8728570306575,1909.9274088355585,6868.0989621726685,2
2001,20085,Soybeans,Non-Irrigated,2367.2339715144954,8512.573361566125,3288.5721933823525,11825.70560740294,2
2002,20085,Soybeans,Non-Irrigated,1667.8239344761216,5997.494868376133,2273.082620374714,8174.005102867472,2
2003,20085,Soybeans,Non-Irrigated,1250.8679508570913,4498.1211512821,1681.2741274960904,6045.861762475941,2
2004,20085,Soybeans,Non-Irrigated,3046.4687190229156,10955.101513606403,4021.607712970648,14461.701335842452,2
2005,20085,Soybeans,Non-Irrigated,2669.8633144637915,9600.828478811794,3463.424702641946,12454.475230700438,2
2006,20085,Soybeans,Non-Irrigated,2575.71196332401,9262.26022011314,3288.5721933823525,11825.70560740294,2
2007,20085,Soybeans,Non-Irrigated,2521.9111912441354,9068.79264371391,3167.5204562026343,11390.403560504674,2
2008,20085,Soybeans,Non-Irrigated,2468.1104191642607,8875.325067314681,3053.1938155329,10979.284960656309,2
2009,20085,Soybeans,Non-Irrigated,3375.9984480121498,12140.09041905169,4109.033967600445,14776.086147491202,2
2010,20085,Soybeans,Non-Irrigated,2118.4054006450738,7617.785820719685,2542.0864807740886,9141.342984863622,2
2011,20085,Soybeans,Non-Irrigated,2858.166016743354,10277.9649962091,3375.9984480121498,12140.09041905169,2
2012,20085,Soybeans,Non-Irrigated,1546.7721972964032,5562.192821477866,1802.325864675809,6481.163809374209,2
2013,20085,Soybeans,Non-Irrigated,2676.588410973776,9625.011925861698,3066.644008552869,11027.651854756115,2
2014,20085,Soybeans,Non-Irrigated,3228.046324792494,11608.054583953808,3645.002308411524,13107.42830104784,2
2015,20085,Soybeans,Non-Irrigated,2461.3853226542765,8851.141620264778,2743.8393760736194,9866.846396360736,2
2016,20085,Soybeans,Non-Irrigated,3382.7235445221336,12164.273866101592,3718.978370021352,13373.446218596782,2
2017,20085,Soybeans,Non-Irrigated,3201.145938752556,11511.320795754193,3470.149799151931,12478.658677750343,2
2018,20085,Soybeans,Non-Irrigated,2750.5644725836037,9891.02984341064,2938.8671748631664,10568.166360807949,2
2019,20085,Soybeans,Non-Irrigated,3362.548254992181,12091.723524951882,3544.1258607617588,12744.676595299285,2
2020,20085,Soybeans,Non-Irrigated,3127.169877142728,11245.302878205252,3254.946710832431,11704.788372153422,2
2021,20085,Soybeans,Non-Irrigated,3436.5243166020086,12357.741442500825,3530.67566774179,12696.309701199478,2
1990,20087,Soybeans,Irrigated,2145.3057866850113,7714.5196089193005,3819.854817671117,13736.197924345335,2
1991,20087,Soybeans,Irrigated,1553.4972938063877,5586.37626852777,2703.488797013714,9721.745714061317,2
1992,20087,Soybeans,Irrigated,3086.8192980828217,11100.202195905827,5252.300374297786,18887.27214597484,2
1993,20087,Soybeans,Irrigated,1869.5768297756529,6722.998279873247,3106.994587612775,11172.75253705554,2
1994,20087,Soybeans,Irrigated,2589.1621563439794,9310.62711421295,4216.635511760195,15163.021300289662,2
1995,20087,Soybeans,Irrigated,2219.281848294839,7980.537526468242,3537.4007642517745,12720.49314824938,2
1996,20087,Soybeans,Irrigated,2770.7397621135574,9963.580184560353,4324.237055919944,15549.95645308812,2
1997,20087,Soybeans,Irrigated,2394.134357554433,8609.30714976574,3658.4525014314927,13155.795195147648,2
1998,20087,Soybeans,Irrigated,2434.484936614339,8754.407832065162,3645.002308411524,13107.42830104784,2
1999,20087,Soybeans,Irrigated,1963.7281809154335,7061.566538571899,2885.0664027832913,10374.698784408716,2
2000,20087,Soybeans,Irrigated,1546.7721972964032,5562.192821477866,2226.006944804824,8004.720973518147,2
2001,20087,Soybeans,Irrigated,2817.8154376834473,10132.864313909677,3981.257133910742,14316.60065354303,2
2002,20087,Soybeans,Irrigated,1553.4972938063877,5586.37626852777,2158.7559797049803,7762.886503019109,2
2003,20087,Soybeans,Irrigated,1365.1945915268254,4909.239751130464,1862.851733265668,6698.814832823343,2
2004,20087,Soybeans,Irrigated,3295.2972898923367,11849.889054452844,4411.663310549741,15864.34126473687,2
2005,20087,Soybeans,Irrigated,2595.8872528539637,9334.810561262851,3416.349027072056,12285.191101351113,2
2006,20087,Soybeans,Irrigated,2434.484936614339,8754.407832065162,3147.345166672681,11317.853219354962,2
2007,20087,Soybeans,Irrigated,2562.261770304042,9213.893326013334,3254.946710832431,11704.788372153422,2
2008,20087,Soybeans,Irrigated,2568.986866814026,9238.076773063238,3207.8710352625408,11535.504242804096,2
2009,20087,Soybeans,Irrigated,3335.6478689522432,11994.989736752266,4102.30887109046,14751.902700441296,2
2010,20087,Soybeans,Irrigated,2616.0625423839165,9407.360902412564,3160.79535969265,11366.22011345477,2
2011,20087,Soybeans,Irrigated,2911.9667888232284,10471.43257260833,3463.424702641946,12454.475230700438,2
2012,20087,Soybeans,Irrigated,1741.7999960859495,6263.512785925075,2037.7042425252616,7327.584456120841,2
2013,20087,Soybeans,Irrigated,3127.169877142728,11245.302878205252,3611.3768258616024,12986.511065798322,2
2014,20087,Soybeans,Irrigated,3402.898834052087,12236.824207251304,3866.930493241008,13905.482053694665,2
2015,20087,Soybeans,Irrigated,3086.8192980828217,11100.202195905827,3456.6996061319614,12430.291783650531,2
2016,20087,Soybeans,Irrigated,3490.3250886818837,12551.209018900054,3846.755203711055,13832.931712544954,2
2017,20087,Soybeans,Irrigated,3692.0779839814145,13276.712430397169,4014.882616460664,14437.517888792549,2
2018,20087,Soybeans,Irrigated,2562.261770304042,9213.893326013334,2743.8393760736194,9866.846396360736,2
2019,20087,Soybeans,Irrigated,3557.5760537817273,12793.043489399091,3759.3289490812576,13518.546900896205,2
2020,20087,Soybeans,Irrigated,3335.6478689522432,11994.989736752266,3476.874895661915,12502.842124800249,2
2021,20087,Soybeans,Irrigated,3618.101922371586,13010.694512848224,3718.978370021352,13373.446218596782,2
1990,20087,Soybeans,Non-Irrigated,2145.3057866850113,7714.5196089193005,3819.854817671117,13736.197924345335,2
1991,20087,Soybeans,Non-Irrigated,1553.4972938063877,5586.37626852777,2703.488797013714,9721.745714061317,2
1992,20087,Soybeans,Non-Irrigated,3086.8192980828217,11100.202195905827,5252.300374297786,18887.27214597484,2
1993,20087,Soybeans,Non-Irrigated,1869.5768297756529,6722.998279873247,3106.994587612775,11172.75253705554,2
1994,20087,Soybeans,Non-Irrigated,2589.1621563439794,9310.62711421295,4216.635511760195,15163.021300289662,2
1995,20087,Soybeans,Non-Irrigated,2219.281848294839,7980.537526468242,3537.4007642517745,12720.49314824938,2
1996,20087,Soybeans,Non-Irrigated,2770.7397621135574,9963.580184560353,4324.237055919944,15549.95645308812,2
1997,20087,Soybeans,Non-Irrigated,2394.134357554433,8609.30714976574,3658.4525014314927,13155.795195147648,2
1998,20087,Soybeans,Non-Irrigated,2434.484936614339,8754.407832065162,3645.002308411524,13107.42830104784,2
1999,20087,Soybeans,Non-Irrigated,1963.7281809154335,7061.566538571899,2885.0664027832913,10374.698784408716,2
2000,20087,Soybeans,Non-Irrigated,1546.7721972964032,5562.192821477866,2226.006944804824,8004.720973518147,2
2001,20087,Soybeans,Non-Irrigated,2817.8154376834473,10132.864313909677,3981.257133910742,14316.60065354303,2
2002,20087,Soybeans,Non-Irrigated,1553.4972938063877,5586.37626852777,2158.7559797049803,7762.886503019109,2
2003,20087,Soybeans,Non-Irrigated,1365.1945915268254,4909.239751130464,1862.851733265668,6698.814832823343,2
2004,20087,Soybeans,Non-Irrigated,3295.2972898923367,11849.889054452844,4411.663310549741,15864.34126473687,2
2005,20087,Soybeans,Non-Irrigated,2595.8872528539637,9334.810561262851,3416.349027072056,12285.191101351113,2
2006,20087,Soybeans,Non-Irrigated,2434.484936614339,8754.407832065162,3147.345166672681,11317.853219354962,2
2007,20087,Soybeans,Non-Irrigated,2562.261770304042,9213.893326013334,3254.946710832431,11704.788372153422,2
2008,20087,Soybeans,Non-Irrigated,2568.986866814026,9238.076773063238,3207.8710352625408,11535.504242804096,2
2009,20087,Soybeans,Non-Irrigated,3335.6478689522432,11994.989736752266,4102.30887109046,14751.902700441296,2
2010,20087,Soybeans,Non-Irrigated,2616.0625423839165,9407.360902412564,3160.79535969265,11366.22011345477,2
2011,20087,Soybeans,Non-Irrigated,2911.9667888232284,10471.43257260833,3463.424702641946,12454.475230700438,2
2012,20087,Soybeans,Non-Irrigated,1741.7999960859495,6263.512785925075,2037.7042425252616,7327.584456120841,2
2013,20087,Soybeans,Non-Irrigated,3127.169877142728,11245.302878205252,3611.3768258616024,12986.511065798322,2
2014,20087,Soybeans,Non-Irrigated,3402.898834052087,12236.824207251304,3866.930493241008,13905.482053694665,2
2015,20087,Soybeans,Non-Irrigated,3086.8192980828217,11100.202195905827,3456.6996061319614,12430.291783650531,2
2016,20087,Soybeans,Non-Irrigated,3490.3250886818837,12551.209018900054,3846.755203711055,13832.931712544954,2
2017,20087,Soybeans,Non-Irrigated,3692.0779839814145,13276.712430397169,4014.882616460664,14437.517888792549,2
2018,20087,Soybeans,Non-Irrigated,2562.261770304042,9213.893326013334,2743.8393760736194,9866.846396360736,2
2019,20087,Soybeans,Non-Irrigated,3557.5760537817273,12793.043489399091,3759.3289490812576,13518.546900896205,2
2020,20087,Soybeans,Non-Irrigated,3335.6478689522432,11994.989736752266,3476.874895661915,12502.842124800249,2
2021,20087,Soybeans,Non-Irrigated,3618.101922371586,13010.694512848224,3718.978370021352,13373.446218596782,2
1990,20091,Soybeans,Irrigated,2764.0146656035727,9939.396737510448,3866.930493241008,13905.482053694665,2
1991,20091,Soybeans,Irrigated,2320.158295944605,8343.289232216799,3261.6718073424154,11728.971819203323,2
1992,20091,Soybeans,Irrigated,3174.245552712619,11414.587007554575,4492.364468669553,16154.542629335714,2
1993,20091,Soybeans,Irrigated,1923.3776018555277,6916.465856272477,2737.114279563635,9842.662949310832,2
1994,20091,Soybeans,Irrigated,3423.07412358204,12309.374548401016,4895.870259268615,17605.54945232994,2
1995,20091,Soybeans,Irrigated,2259.6324273547457,8125.638208767666,3248.2216143224464,11680.604925103518,2
1996,20091,Soybeans,Irrigated,2898.51659580326,10423.065678508525,4189.735125720257,15066.287512090044,2
1997,20091,Soybeans,Irrigated,3006.11813996301,10810.000831306985,4371.312731489835,15719.240582437444,2
1998,20091,Soybeans,Irrigated,2851.440920233369,10253.781549159195,4162.83473968032,14969.55372389043,2
1999,20091,Soybeans,Irrigated,2676.588410973776,9625.011925861698,3934.1814583408513,14147.316524193702,2
2000,20091,Soybeans,Irrigated,2178.931269234933,7835.436844168819,3221.321228282509,11583.871136903905,2
2001,20091,Soybeans,Irrigated,2885.0664027832913,10374.698784408716,4283.886476860039,15404.8557707887,2
2002,20091,Soybeans,Irrigated,2320.158295944605,8343.289232216799,3369.2733515021655,12115.906972001789,2
2003,20091,Soybeans,Irrigated,2226.006944804824,8004.720973518147,3167.5204562026343,11390.403560504674,2
2004,20091,Soybeans,Irrigated,3160.79535969265,11366.22011345477,4404.9382140397565,15840.157817686964,2
2005,20091,Soybeans,Irrigated,2992.6679469430405,10761.633937207174,4082.133581560507,14679.352359291586,2
2006,20091,Soybeans,Irrigated,2885.0664027832913,10374.698784408716,3860.205396731023,13881.29860664476,2
2007,20091,Soybeans,Irrigated,3039.7436225129313,10930.918066556502,3987.982230420726,14340.784100592931,2
2008,20091,Soybeans,Irrigated,2992.6679469430405,10761.633937207174,3846.755203711055,13832.931712544954,2
2009,20091,Soybeans,Irrigated,3537.4007642517745,12720.49314824938,4465.464082629616,16057.8088411361,2
2010,20091,Soybeans,Irrigated,3120.444780632744,11221.119431155348,3866.930493241008,13905.482053694665,2
2011,20091,Soybeans,Irrigated,3194.420842242572,11487.13734870429,3887.105782770961,13978.032394844377,2
2012,20091,Soybeans,Irrigated,2427.7598401043547,8730.224385015259,2898.51659580326,10423.065678508525,2
2013,20091,Soybeans,Irrigated,3248.2216143224464,11680.604925103518,3813.129721161133,13712.014477295435,2
2014,20091,Soybeans,Irrigated,3752.603852571274,13494.3634538463,4330.962152429929,15574.139900138023,2
2015,20091,Soybeans,Irrigated,3591.2015363316486,12913.960724648608,4075.4084850505233,14655.168912241685,2
