Year,FIPS,spatial_scale,LandCover,area_m2,area_ha,area_prc,LandCoverGroup,Crop,irrigation_WaterUse_m,n_pdiv,fertilizer_kgHa,fertilizer_kgCrop,precip_m,precip_m_avg,tmin_C_avg,tmax_C_avg
2015,20045,county,Other Crops,59006699.99999999,5900.669999999999,4.745635857877749,all cult,NA,NA,NA,NA,NA,1.1592385631982642,0.09660321359985537,7.355905629778088,19.32718639814423
2015,20045,county,Sorghum,1934100,193.41,0.15555071394810005,all cult,Sorghum,NA,NA,112,21661.92,1.1592385631982642,0.09660321359985537,7.355905629778088,19.32718639814423
2015,20045,county,Soybeans,140050800,14005.08,11.26363783103385,all cult,Soybeans,0.07328964935616536,5,56,784284.48,1.1592385631982642,0.09660321359985537,7.355905629778088,19.32718639814423
2015,20045,county,Wheat,14163300,1416.33,1.139088685621801,all cult,Wheat,NA,NA,89,126053.37,1.1592385631982642,0.09660321359985537,7.355905629778088,19.32718639814423
2015,20061,county,Corn,39100500,3910.05,3.6638145500115544,all cult,Corn,0.10812575350857552,15,250,977512.5,0.9740219481956214,0.08116849568296844,6.815582815806094,19.49295514424644
2015,20061,county,Developed,78387300,7838.73,7.345085875528976,developed,NA,NA,NA,NA,NA,0.9740219481956214,0.08116849568296844,6.815582815806094,19.49295514424644
2015,20061,county,Double Crop,10883699.999999998,1088.37,1.0198298849876792,all cult,NA,NA,NA,NA,NA,0.9740219481956214,0.08116849568296844,6.815582815806094,19.49295514424644
2015,20061,county,Grass/Pasture/Shrubland,583570800,58357.079999999994,54.682042122271646,grassPastureHay,NA,NA,NA,NA,NA,0.9740219481956214,0.08116849568296844,6.815582815806094,19.49295514424644
2015,20061,county,Other Crops,25844400,2584.44,2.4216848571327376,all cult,NA,NA,NA,NA,NA,0.9740219481956214,0.08116849568296844,6.815582815806094,19.49295514424644
2015,20061,county,Sorghum,11136600,1113.66,1.0435272469062715,all cult,Sorghum,NA,NA,112,124729.92000000001,0.9740219481956214,0.08116849568296844,6.815582815806094,19.49295514424644
2015,20061,county,Soybeans,54660600.00000001,5466.06,5.121834799871141,all cult,Soybeans,0.10287216515397929,6,56,306099.36000000004,0.9740219481956214,0.08116849568296844,6.815582815806094,19.49295514424644
2015,20061,county,Wheat,27922500,2792.25,2.616408019659534,all cult,Wheat,NA,NA,89,248510.25,0.9740219481956214,0.08116849568296844,6.815582815806094,19.49295514424644
2015,20085,county,Corn,128904300,12890.43,7.579503636100002,all cult,Corn,NA,NA,250,3222607.5,1.0332156598537552,0.08610130498781292,6.235973785469614,19.03516338114838
2015,20085,county,Developed,71942400,7194.24,4.230174496814774,developed,NA,NA,NA,NA,NA,1.0332156598537552,0.08610130498781292,6.235973785469614,19.03516338114838
2015,20085,county,Double Crop,3497399.9999999995,349.73999999999995,0.20564524237667897,all cult,NA,NA,NA,NA,NA,1.0332156598537552,0.08610130498781292,6.235973785469614,19.03516338114838
2015,20085,county,Grass/Pasture/Shrubland,942696000,94269.6,55.43001870175724,grassPastureHay,NA,NA,NA,NA,NA,1.0332156598537552,0.08610130498781292,6.235973785469614,19.03516338114838
2015,20085,county,Other Crops,88213500,8821.35,5.186906441469427,all cult,NA,NA,NA,NA,NA,1.0332156598537552,0.08610130498781292,6.235973785469614,19.03516338114838
2015,20085,county,Sorghum,3149100.0000000005,314.91,0.18516538936592897,all cult,Sorghum,NA,NA,112,35269.920000000006,1.0332156598537552,0.08610130498781292,6.235973785469614,19.03516338114838
2015,20085,county,Soybeans,158216400,15821.64,9.30303937952925,all cult,Soybeans,NA,NA,56,886011.84,1.0332156598537552,0.08610130498781292,6.235973785469614,19.03516338114838
2015,20085,county,Wheat,19978200,1997.82,1.1747074344512407,all cult,Wheat,NA,NA,89,177805.97999999998,1.0332156598537552,0.08610130498781292,6.235973785469614,19.03516338114838
2015,20087,county,Corn,156602700,15660.27,10.897070179053312,all cult,Corn,0.05306036471158494,25,250,3915067.5,1.0589399500393348,0.08824499583661126,6.905704420891383,19.0764146887738
2015,20087,county,Developed,81801900,8180.19,5.692117984427479,developed,NA,NA,NA,NA,NA,1.0589399500393348,0.08824499583661126,6.905704420891383,19.0764146887738
2015,20087,county,Double Crop,4489200,448.92,0.3123772926508044,all cult,NA,NA,NA,NA,NA,1.0589399500393348,0.08824499583661126,6.905704420891383,19.0764146887738
2015,20087,county,Grass/Pasture/Shrubland,541269900,54126.99,37.66382116086867,grassPastureHay,NA,NA,NA,NA,NA,1.0589399500393348,0.08824499583661126,6.905704420891383,19.0764146887738
2015,20087,county,Other Crops,58367699.99999999,5836.7699999999995,4.061468436303652,all cult,NA,NA,NA,NA,NA,1.0589399500393348,0.08824499583661126,6.905704420891383,19.0764146887738
2015,20087,county,Sorghum,4803300,480.33,0.3342336830147039,all cult,Sorghum,NA,NA,112,53796.96,1.0589399500393348,0.08824499583661126,6.905704420891383,19.0764146887738
2015,20087,county,Soybeans,165756600,16575.66,11.534036787624148,all cult,Soybeans,0.04643360468946619,15,56,928236.96,1.0589399500393348,0.08824499583661126,6.905704420891383,19.0764146887738
2015,20087,county,Wheat,7694100,769.41,0.5353876252750054,all cult,Wheat,NA,NA,89,68477.48999999999,1.0589399500393348,0.08824499583661126,6.905704420891383,19.0764146887738
2015,20091,county,Corn,40195800,4019.58,3.2834032354703413,all cult,Corn,NA,NA,250,1004895,1.1658498201466572,0.09715415167888808,7.597509657734595,18.914174613567337
2015,20091,county,Developed,577963800,57796.380000000005,47.21110690432168,developed,NA,NA,NA,NA,NA,1.1658498201466572,0.09715415167888808,7.597509657734595,18.914174613567337
2015,20091,county,Double Crop,4204800,420.48,0.343470062158377,all cult,NA,NA,NA,NA,NA,1.1658498201466572,0.09715415167888808,7.597509657734595,18.914174613567337
2015,20091,county,Grass/Pasture/Shrubland,307872000,30787.199999999997,25.148595647075684,grassPastureHay,NA,NA,NA,NA,NA,1.1658498201466572,0.09715415167888808,7.597509657734595,18.914174613567337
2015,20091,county,Other Crops,21278700,2127.87,1.7381555393001944,all cult,NA,NA,NA,NA,NA,1.1658498201466572,0.09715415167888808,7.597509657734595,18.914174613567337
2015,20091,county,Sorghum,1492200,149.22,0.12189070270945827,all cult,Sorghum,NA,NA,112,16712.64,1.1658498201466572,0.09715415167888808,7.597509657734595,18.914174613567337
2015,20091,county,Soybeans,94311000,9431.1,7.703815884755208,all cult,Soybeans,NA,NA,56,528141.6,1.1658498201466572,0.09715415167888808,7.597509657734595,18.914174613567337
2015,20091,county,Wheat,12062700,1206.27,0.985344444158546,all cult,Wheat,NA,NA,89,107358.03,1.1658498201466572,0.09715415167888808,7.597509657734595,18.914174613567337
2015,20103,county,Corn,81435600,8143.56,6.895327189691606,all cult,Corn,0.029542738291112387,4,250,2035890,1.0966593410264627,0.0913882784188719,7.219710560717637,18.9921103882634
2015,20103,county,Developed,125708400,12570.84,10.644000271289563,developed,NA,NA,NA,NA,NA,1.0966593410264627,0.0913882784188719,7.219710560717637,18.9921103882634
2015,20103,county,Double Crop,1602000.0000000002,160.20000000000002,0.13564478137185648,all cult,NA,NA,NA,NA,NA,1.0966593410264627,0.0913882784188719,7.219710560717637,18.9921103882634
2015,20103,county,Grass/Pasture/Shrubland,447588000,44758.8,37.89823745609643,grassPastureHay,NA,NA,NA,NA,NA,1.0966593410264627,0.0913882784188719,7.219710560717637,18.9921103882634
2015,20103,county,Other Crops,55572300.00000001,5557.2300000000005,4.705426019869675,all cult,NA,NA,NA,NA,NA,1.0966593410264627,0.0913882784188719,7.219710560717637,18.9921103882634
2015,20103,county,Sorghum,2596500,259.65,0.2198512327291044,all cult,Sorghum,NA,NA,112,29080.799999999996,1.0966593410264627,0.0913882784188719,7.219710560717637,18.9921103882634
2015,20103,county,Soybeans,110322000,11032.2,9.341200730652902,all cult,Soybeans,NA,NA,56,617803.2000000001,1.0966593410264627,0.0913882784188719,7.219710560717637,18.9921103882634
2015,20103,county,Wheat,9903600,990.36,0.8385590866381508,all cult,Wheat,NA,NA,89,88142.04000000001,1.0966593410264627,0.0913882784188719,7.219710560717637,18.9921103882634
2015,20117,county,Corn,398369699.99999994,39836.969999999994,17.12331231312667,all cult,Corn,0.13468481552073477,9,250,9959242.499999998,0.9508710720955084,0.07923925600795903,5.607316907246931,18.501883774333553
2015,20117,county,Developed,105517800,10551.78,4.535521260763653,developed,NA,NA,NA,NA,NA,0.9508710720955084,0.07923925600795903,5.607316907246931,18.501883774333553
2015,20117,county,Double Crop,6948000,694.8,0.2986491541691151,all cult,NA,NA,NA,NA,NA,0.9508710720955084,0.07923925600795903,5.607316907246931,18.501883774333553
2015,20117,county,Grass/Pasture/Shrubland,695588400.0000001,69558.84000000001,29.89880358518252,grassPastureHay,NA,NA,NA,NA,NA,0.9508710720955084,0.07923925600795903,5.607316907246931,18.501883774333553
2015,20117,county,Other Crops,25499699.999999996,2549.97,1.0960656068748105,all cult,NA,NA,NA,NA,NA,0.9508710720955084,0.07923925600795903,5.607316907246931,18.501883774333553
2015,20117,county,Sorghum,45583200,4558.32,1.9593241399426609,all cult,Sorghum,NA,NA,112,510531.83999999997,0.9508710720955084,0.07923925600795903,5.607316907246931,18.501883774333553
2015,20117,county,Soybeans,565149600,56514.96,24.292091252016945,all cult,Soybeans,0.10950890048041832,7,56,3164837.76,0.9508710720955084,0.07923925600795903,5.607316907246931,18.501883774333553
2015,20117,county,Wheat,155908800,15590.88,6.701501330961677,all cult,Wheat,NA,NA,89,1387588.3199999998,0.9508710720955084,0.07923925600795903,5.607316907246931,18.501883774333553
2015,20127,county,Corn,68995800,6899.58,3.81052265327932,all cult,Corn,NA,NA,250,1724895,0.9362703390161734,0.07802252825134778,6.714045254819051,19.317703776316623
2015,20127,county,Developed,70360200,7036.0199999999995,3.8858761836120985,developed,NA,NA,NA,NA,NA,0.9362703390161734,0.07802252825134778,6.714045254819051,19.317703776316623
2015,20127,county,Double Crop,24314400,2431.44,1.3428436513656583,all cult,NA,NA,NA,NA,NA,0.9362703390161734,0.07802252825134778,6.714045254819051,19.317703776316623
2015,20127,county,Grass/Pasture/Shrubland,1199394000,119939.4,66.24052489002659,grassPastureHay,NA,NA,NA,NA,NA,0.9362703390161734,0.07802252825134778,6.714045254819051,19.317703776316623
2015,20127,county,Other Crops,50127299.99999999,5012.73,2.7684469518105224,all cult,NA,NA,NA,NA,NA,0.9362703390161734,0.07802252825134778,6.714045254819051,19.317703776316623
2015,20127,county,Sorghum,34758000,3475.8,1.9196262146780323,all cult,Sorghum,NA,NA,112,389289.60000000003,0.9362703390161734,0.07802252825134778,6.714045254819051,19.317703776316623
2015,20127,county,Soybeans,145754100,14575.41,8.049755200437408,all cult,Soybeans,NA,NA,56,816222.96,0.9362703390161734,0.07802252825134778,6.714045254819051,19.317703776316623
2015,20127,county,Wheat,86672700,8667.27,4.786788279444293,all cult,Wheat,NA,NA,89,771387.03,0.9362703390161734,0.07802252825134778,6.714045254819051,19.317703776316623
2015,20131,county,Corn,411047100,41104.71,21.838843024604135,all cult,Corn,0.09951093291753768,8,250,10276177.5,0.9747658148643872,0.08123048457203227,5.722152664043307,18.342683710875356
2015,20131,county,Developed,87400800,8740.08,4.643585495250595,developed,NA,NA,NA,NA,NA,0.9747658148643872,0.08123048457203227,5.722152664043307,18.342683710875356
2015,20131,county,Double Crop,1564199.9999999998,156.42,0.08310560580304736,all cult,NA,NA,NA,NA,NA,0.9747658148643872,0.08123048457203227,5.722152664043307,18.342683710875356
2015,20131,county,Grass/Pasture/Shrubland,585888300,58588.83,31.128117954492744,grassPastureHay,NA,NA,NA,NA,NA,0.9747658148643872,0.08123048457203227,5.722152664043307,18.342683710875356
2015,20131,county,Other Crops,59722200,5972.22,3.1730274970532895,all cult,NA,NA,NA,NA,NA,0.9747658148643872,0.08123048457203227,5.722152664043307,18.342683710875356
2015,20131,county,Sorghum,4907700,490.77,0.26074503362716756,all cult,Sorghum,NA,NA,112,54966.24,0.9747658148643872,0.08123048457203227,5.722152664043307,18.342683710875356
2015,20131,county,Soybeans,423920700,42392.07,22.522814592732324,all cult,Soybeans,NA,NA,56,2373955.92,0.9747658148643872,0.08123048457203227,5.722152664043307,18.342683710875356
2015,20131,county,Wheat,45388800,4538.88,2.411497072416159,all cult,Wheat,NA,NA,89,403960.32,0.9747658148643872,0.08123048457203227,5.722152664043307,18.342683710875356
2015,20139,county,Corn,137440800,13744.08,7.424708577562904,all cult,Corn,NA,NA,250,3436020,1.1415631617409727,0.09513026347841438,7.112221018473329,19.50227848209749
2015,20139,county,Developed,96871500,9687.15,5.233108778262239,developed,NA,NA,NA,NA,NA,1.1415631617409727,0.09513026347841438,7.112221018473329,19.50227848209749
2015,20139,county,Double Crop,15142500,1514.25,0.8180150991244686,all cult,NA,NA,NA,NA,NA,1.1415631617409727,0.09513026347841438,7.112221018473329,19.50227848209749
2015,20139,county,Grass/Pasture/Shrubland,981316799.9999999,98131.68,53.0118513735847,grassPastureHay,NA,NA,NA,NA,NA,1.1415631617409727,0.09513026347841438,7.112221018473329,19.50227848209749
2015,20139,county,Other Crops,49082400,4908.24,2.651487158743062,all cult,NA,NA,NA,NA,NA,1.1415631617409727,0.09513026347841438,7.112221018473329,19.50227848209749
2015,20139,county,Sorghum,8869500,886.95,0.47914049342476306,all cult,Sorghum,NA,NA,112,99338.40000000001,1.1415631617409727,0.09513026347841438,7.112221018473329,19.50227848209749
2015,20139,county,Soybeans,253773000,25377.3,13.709106537897558,all cult,Soybeans,NA,NA,56,1421128.8,1.1415631617409727,0.09513026347841438,7.112221018473329,19.50227848209749
2015,20139,county,Wheat,25112700,2511.27,1.356616660378606,all cult,Wheat,NA,NA,89,223503.03,1.1415631617409727,0.09513026347841438,7.112221018473329,19.50227848209749
2015,20149,county,Corn,145687500,14568.75,6.570666272663471,all cult,Corn,0.06709845908502698,44,250,3642187.5,0.999406938904727,0.08328391157539392,6.230464279290425,19.04643561045331
2015,20149,county,Developed,101754900,10175.49,4.589257757242346,developed,NA,NA,NA,NA,NA,0.999406938904727,0.08328391157539392,6.230464279290425,19.04643561045331
2015,20149,county,Double Crop,3021300,302.13,0.13626394858583024,all cult,NA,NA,NA,NA,NA,0.999406938904727,0.08328391157539392,6.230464279290425,19.04643561045331
2015,20149,county,Grass/Pasture/Shrubland,1354194000,135419.4,61.075636842167214,grassPastureHay,NA,NA,NA,NA,NA,0.999406938904727,0.08328391157539392,6.230464279290425,19.04643561045331
2015,20149,county,Other Crops,43644600,4364.46,1.968419399082887,all cult,NA,NA,NA,NA,NA,0.999406938904727,0.08328391157539392,6.230464279290425,19.04643561045331
2015,20149,county,Sorghum,4629600,462.96,0.20880004513717929,all cult,Sorghum,NA,NA,112,51851.52,0.999406938904727,0.08328391157539392,6.230464279290425,19.04643561045331
2015,20149,county,Soybeans,175383900,17538.39,7.910006531090058,all cult,Soybeans,0.07398043552749375,59,56,982149.84,0.999406938904727,0.08328391157539392,6.230464279290425,19.04643561045331
2015,20149,county,Wheat,14975100,1497.51,0.67539345859983,all cult,Wheat,NA,NA,89,133278.38999999998,0.999406938904727,0.08328391157539392,6.230464279290425,19.04643561045331
2015,20161,county,Corn,46971899.99999999,4697.19,2.9464600251113295,all cult,Corn,0.12262170734272884,8,250,1174297.5,0.954024030397879,0.07950200253315659,6.447364187240623,19.350497897466045
2015,20161,county,Developed,131619599.99999999,13161.96,8.256252992132387,developed,NA,NA,NA,NA,NA,0.954024030397879,0.07950200253315659,6.447364187240623,19.350497897466045
2015,20161,county,Double Crop,10755900,1075.59,0.6746976252630819,all cult,NA,NA,NA,NA,NA,0.954024030397879,0.07950200253315659,6.447364187240623,19.350497897466045
2015,20161,county,Grass/Pasture/Shrubland,815857200,81585.72,51.177206500040654,grassPastureHay,NA,NA,NA,NA,NA,0.954024030397879,0.07950200253315659,6.447364187240623,19.350497897466045
2015,20161,county,Other Crops,25485299.999999996,2548.5299999999997,1.5986455237699513,all cult,NA,NA,NA,NA,NA,0.954024030397879,0.07950200253315659,6.447364187240623,19.350497897466045
2015,20161,county,Sorghum,34111800,3411.18,2.139769842918695,all cult,Sorghum,NA,NA,112,382052.16,0.954024030397879,0.07950200253315659,6.447364187240623,19.350497897466045
2015,20161,county,Soybeans,135799200,13579.92,8.518431535494594,all cult,Soybeans,0.06384165687466098,15,56,760475.52,0.954024030397879,0.07950200253315659,6.447364187240623,19.350497897466045
2015,20161,county,Wheat,52710300,5271.03,3.3064191966181005,all cult,Wheat,NA,NA,89,469121.67,0.954024030397879,0.07950200253315659,6.447364187240623,19.350497897466045
2015,20177,county,Corn,135730800,13573.08,9.319691906108485,all cult,Corn,0.03241550865539526,51,250,3393270,1.1764106316744725,0.09803421930620602,6.9910809098003295,19.486357340114534
2015,20177,county,Developed,255991500,25599.15,17.577159425735132,developed,NA,NA,NA,NA,NA,1.1764106316744725,0.09803421930620602,6.9910809098003295,19.486357340114534
2015,20177,county,Double Crop,3809700.0000000005,380.97,0.2615856552433309,all cult,NA,NA,NA,NA,NA,1.1764106316744725,0.09803421930620602,6.9910809098003295,19.486357340114534
2015,20177,county,Grass/Pasture/Shrubland,626114700,62611.47,42.9909504834978,grassPastureHay,NA,NA,NA,NA,NA,1.1764106316744725,0.09803421930620602,6.9910809098003295,19.486357340114534
2015,20177,county,Other Crops,28297800.000000004,2829.78,1.9430135062983251,all cult,NA,NA,NA,NA,NA,1.1764106316744725,0.09803421930620602,6.9910809098003295,19.486357340114534
2015,20177,county,Sorghum,2201400,220.14,0.151154857719156,all cult,Sorghum,NA,NA,112,24655.68,1.1764106316744725,0.09803421930620602,6.9910809098003295,19.486357340114534
2015,20177,county,Soybeans,136450800,13645.08,9.369129308469615,all cult,Soybeans,0.06186982293887133,30,56,764124.48,1.1764106316744725,0.09803421930620602,6.9910809098003295,19.486357340114534
2015,20177,county,Wheat,18085500,1808.55,1.2418057505586426,all cult,Wheat,NA,NA,89,160960.94999999998,1.1764106316744725,0.09803421930620602,6.9910809098003295,19.486357340114534
2015,20197,county,Corn,99186299.99999999,9918.63,4.799417138666474,all cult,Corn,0.055984427861606026,17,250,2479657.5,1.0462787354346819,0.08718989461955683,6.694552094374269,19.31050521416395
2015,20197,county,Developed,72726300,7272.63,3.5190732051886155,developed,NA,NA,NA,NA,NA,1.0462787354346819,0.08718989461955683,6.694552094374269,19.31050521416395
2015,20197,county,Double Crop,2673000,267.3,0.12934086674929385,all cult,NA,NA,NA,NA,NA,1.0462787354346819,0.08718989461955683,6.694552094374269,19.31050521416395
2015,20197,county,Grass/Pasture/Shrubland,1576530000,157653,76.2849819140532,grassPastureHay,NA,NA,NA,NA,NA,1.0462787354346819,0.08718989461955683,6.694552094374269,19.31050521416395
2015,20197,county,Other Crops,40621500,4062.15,1.965589232568814,all cult,NA,NA,NA,NA,NA,1.0462787354346819,0.08718989461955683,6.694552094374269,19.31050521416395
2015,20197,county,Sorghum,9855900,985.59,0.4769063406638105,all cult,Sorghum,NA,NA,112,110386.08,1.0462787354346819,0.08718989461955683,6.694552094374269,19.31050521416395
2015,20197,county,Soybeans,109281600,10928.16,5.287907543490322,all cult,Soybeans,0.08324077850713692,24,56,611976.96,1.0462787354346819,0.08718989461955683,6.694552094374269,19.31050521416395
2015,20197,county,Wheat,14255100,1425.51,0.6897744068828503,all cult,Wheat,NA,NA,89,126870.39,1.0462787354346819,0.08718989461955683,6.694552094374269,19.31050521416395
2015,20209,county,Corn,9761400,976.14,2.4961795518568297,all cult,Corn,NA,NA,250,244035,1.1474996707891596,0.0956249725657633,7.777724465556552,18.876375343059696
2015,20209,county,Developed,202057200,20205.72,51.66995010402666,developed,NA,NA,NA,NA,NA,1.1474996707891596,0.0956249725657633,7.777724465556552,18.876375343059696
2015,20209,county,Double Crop,241200,24.12,0.06167952423913244,all cult,NA,NA,NA,NA,NA,1.1474996707891596,0.0956249725657633,7.777724465556552,18.876375343059696
2015,20209,county,Grass/Pasture/Shrubland,67685400,6768.54,17.308471268388782,grassPastureHay,NA,NA,NA,NA,NA,1.1474996707891596,0.0956249725657633,7.777724465556552,18.876375343059696
2015,20209,county,Other Crops,970200,97.02,0.24809898182755508,all cult,NA,NA,NA,NA,NA,1.1474996707891596,0.0956249725657633,7.777724465556552,18.876375343059696
2015,20209,county,Sorghum,192600.00000000003,19.26,0.04925156039990426,all cult,Sorghum,NA,NA,112,2157.1200000000003,1.1474996707891596,0.0956249725657633,7.777724465556552,18.876375343059696
2015,20209,county,Soybeans,12659400,1265.94,3.237254432640436,all cult,Soybeans,NA,NA,56,70892.64,1.1474996707891596,0.0956249725657633,7.777724465556552,18.876375343059696
2015,20209,county,Wheat,479700,47.97,0.1226686060427522,all cult,Wheat,NA,NA,89,4269.33,1.1474996707891596,0.0956249725657633,7.777724465556552,18.876375343059696
2016,20005,county,Corn,252168300.00000003,25216.83,22.725536268864815,all cult,Corn,0.12702644416620548,9,250,6304207.5,1.0434831328047327,0.08695692773372772,7.112201393464506,19.68161705660535
2016,20005,county,Developed,64360800,6436.08,5.800228239208317,developed,NA,NA,NA,NA,NA,1.0434831328047327,0.08695692773372772,7.112201393464506,19.68161705660535
2016,20005,county,Double Crop,1068300,106.83,0.0962757428115599,all cult,NA,NA,NA,NA,NA,1.0434831328047327,0.08695692773372772,7.112201393464506,19.68161705660535
2016,20005,county,Grass/Pasture/Shrubland,293370300,29337.03,26.43868159819355,grassPastureHay,NA,NA,NA,NA,NA,1.0434831328047327,0.08695692773372772,7.112201393464506,19.68161705660535
2016,20005,county,Other Crops,33103799.999999996,3310.3799999999997,2.9833314002483537,all cult,NA,NA,NA,NA,NA,1.0434831328047327,0.08695692773372772,7.112201393464506,19.68161705660535
2016,20005,county,Sorghum,686700,68.67,0.06188575548881231,all cult,Sorghum,NA,NA,112,7691.04,1.0434831328047327,0.08695692773372772,7.112201393464506,19.68161705660535
2016,20005,county,Soybeans,260357400.00000003,26035.74,23.463542152472552,all cult,Soybeans,NA,NA,56,1458001.4400000002,1.0434831328047327,0.08695692773372772,7.112201393464506,19.68161705660535
2016,20005,county,Wheat,5321700,532.17,0.4795943279231286,all cult,Wheat,NA,NA,89,47363.13,1.0434831328047327,0.08695692773372772,7.112201393464506,19.68161705660535
2016,20013,county,Corn,528838200,52883.82,35.50295214456445,all cult,Corn,0.12276562632996832,21,250,13220955,1.11267307697397,0.09272275641449751,6.846994937994564,19.43314852592275
2016,20013,county,Developed,76641300,7664.13,5.145226661381889,developed,NA,NA,NA,NA,NA,1.11267307697397,0.09272275641449751,6.846994937994564,19.43314852592275
2016,20013,county,Double Crop,496800,49.68,0.03335210396189159,all cult,NA,NA,NA,NA,NA,1.11267307697397,0.09272275641449751,6.846994937994564,19.43314852592275
2016,20013,county,Grass/Pasture/Shrubland,253012500,25301.25,16.98570693167894,grassPastureHay,NA,NA,NA,NA,NA,1.11267307697397,0.09272275641449751,6.846994937994564,19.43314852592275
2016,20013,county,Other Crops,24948000,2494.8,1.6748556554775995,all cult,NA,NA,NA,NA,NA,1.11267307697397,0.09272275641449751,6.846994937994564,19.43314852592275
2016,20013,county,Sorghum,1049400,104.94,0.07045027757167681,all cult,Sorghum,NA,NA,112,11753.279999999999,1.11267307697397,0.09272275641449751,6.846994937994564,19.43314852592275
2016,20013,county,Soybeans,464234400,46423.44,31.165849378998328,all cult,Soybeans,0.14316615930869012,15,56,2599712.64,1.11267307697397,0.09272275641449751,6.846994937994564,19.43314852592275
2016,20013,county,Wheat,7888500,788.85,0.5295854913514129,all cult,Wheat,NA,NA,89,70207.65000000001,1.11267307697397,0.09272275641449751,6.846994937994564,19.43314852592275
2016,20045,county,Corn,115683300,11568.33,9.303872554093504,all cult,Corn,0.17119114711364242,14,250,2892082.5,1.0461940597753123,0.08718283831460936,8.108318155118758,20.23642175756274
2016,20045,county,Developed,150123600,15012.36,12.073746528338242,developed,NA,NA,NA,NA,NA,1.0461940597753123,0.08718283831460936,8.108318155118758,20.23642175756274
2016,20045,county,Double Crop,5570100,557.01,0.4479773702302426,all cult,NA,NA,NA,NA,NA,1.0461940597753123,0.08718283831460936,8.108318155118758,20.23642175756274
2016,20045,county,Grass/Pasture/Shrubland,478425600,47842.56,38.47755733987288,grassPastureHay,NA,NA,NA,NA,NA,1.0461940597753123,0.08718283831460936,8.108318155118758,20.23642175756274
2016,20045,county,Other Crops,55300500,5530.05,4.447563340409962,all cult,NA,NA,NA,NA,NA,1.0461940597753123,0.08718283831460936,8.108318155118758,20.23642175756274
2016,20045,county,Sorghum,1468800,146.88,0.11812878788427145,all cult,Sorghum,NA,NA,112,16450.559999999998,1.0461940597753123,0.08718283831460936,8.108318155118758,20.23642175756274
2016,20045,county,Soybeans,132581700,13258.17,10.662932677448332,all cult,Soybeans,0.08524264249883506,9,56,742457.52,1.0461940597753123,0.08718283831460936,8.108318155118758,20.23642175756274
2016,20045,county,Wheat,7646400,764.64,0.61496457222106,all cult,Wheat,NA,NA,89,68052.95999999999,1.0461940597753123,0.08718283831460936,8.108318155118758,20.23642175756274
2016,20061,county,Corn,49250700,4925.07,4.614913652210433,all cult,Corn,0.10886623011392334,15,250,1231267.5,0.9827399992838503,0.08189499994032085,8.157246049245222,20.36398328145347
2016,20061,county,Developed,78048900,7804.889999999999,7.313376949972423,developed,NA,NA,NA,NA,NA,0.9827399992838503,0.08189499994032085,8.157246049245222,20.36398328145347
2016,20061,county,Double Crop,6915599.999999999,691.56,0.6480089999375941,all cult,NA,NA,NA,NA,NA,0.9827399992838503,0.08189499994032085,8.157246049245222,20.36398328145347
2016,20061,county,Grass/Pasture/Shrubland,593318700,59331.869999999995,55.59544470924771,grassPastureHay,NA,NA,NA,NA,NA,0.9827399992838503,0.08189499994032085,8.157246049245222,20.36398328145347
2016,20061,county,Other Crops,24693300,2469.33,2.313823910891173,all cult,NA,NA,NA,NA,NA,0.9827399992838503,0.08189499994032085,8.157246049245222,20.36398328145347
2016,20061,county,Sorghum,12123900.000000002,1212.39,1.1360397238624846,all cult,Sorghum,NA,NA,112,135787.68000000002,0.9827399992838503,0.08189499994032085,8.157246049245222,20.36398328145347
2016,20061,county,Soybeans,48897000,4889.7,4.581771078423932,all cult,Soybeans,0.032449117194684636,6,56,273823.2,0.9827399992838503,0.08189499994032085,8.157246049245222,20.36398328145347
2016,20061,county,Wheat,27167399.999999996,2716.74,2.545653262899039,all cult,Wheat,NA,NA,89,241789.86,0.9827399992838503,0.08189499994032085,8.157246049245222,20.36398328145347
2016,20085,county,Corn,157832100,15783.21,9.280442745845551,all cult,Corn,NA,NA,250,3945802.5,1.1112931968223076,0.09260776640185897,6.910881167042035,19.80009042130038
2016,20085,county,Developed,72052200,7205.219999999999,4.236630677867258,developed,NA,NA,NA,NA,NA,1.1112931968223076,0.09260776640185897,6.910881167042035,19.80009042130038
2016,20085,county,Double Crop,662400,66.24,0.03894876438220168,all cult,NA,NA,NA,NA,NA,1.1112931968223076,0.09260776640185897,6.910881167042035,19.80009042130038
2016,20085,county,Grass/Pasture/Shrubland,933462000,93346.2,54.887064459146664,grassPastureHay,NA,NA,NA,NA,NA,1.1112931968223076,0.09260776640185897,6.910881167042035,19.80009042130038
2016,20085,county,Other Crops,93702600,9370.26,5.50966257457683,all cult,NA,NA,NA,NA,NA,1.1112931968223076,0.09260776640185897,6.910881167042035,19.80009042130038
2016,20085,county,Sorghum,4625100,462.51,0.27195339695670445,all cult,Sorghum,NA,NA,112,51801.119999999995,1.1112931968223076,0.09260776640185897,6.910881167042035,19.80009042130038
2016,20085,county,Soybeans,169272900,16927.29,9.953155643707712,all cult,Soybeans,NA,NA,56,947928.24,1.1112931968223076,0.09260776640185897,6.910881167042035,19.80009042130038
2016,20085,county,Wheat,11964600,1196.46,0.703512056653518,all cult,Wheat,NA,NA,89,106484.94,1.1112931968223076,0.09260776640185897,6.910881167042035,19.80009042130038
